frame,action
3093,handshaking,
3094,handshaking,
3095,handshaking,
3096,handshaking,
3097,handshaking,
3098,handshaking,
3099,handshaking,
3100,handshaking,
3101,handshaking,
3102,handshaking,
3103,handshaking,
3104,handshaking,
3105,handshaking,
3106,handshaking,
3107,handshaking,
3108,handshaking,
3109,handshaking,
3110,handshaking,
3111,handshaking,
3112,handshaking,
3113,handshaking,
3114,handshaking,
3115,handshaking,
3116,handshaking,
3117,handshaking,
3118,handshaking,
3119,unknown,
3120,unknown,
3121,unknown,
3122,unknown,
3123,unknown,
3124,unknown,
3125,unknown,
3126,unknown,
3127,unknown,
3128,handshaking,
3129,handshaking,
3130,talking,
3131,talking,
3132,talking,
3133,talking,
3134,talking,
3135,talking,
3136,talking,
3137,talking,
3138,talking,
3139,talking,
3140,talking,
3141,talking,
3142,talking,
3143,talking,
3144,talking,
3145,talking,
3146,talking,
3147,talking,
3148,talking,
3149,talking,
3150,talking,
3151,talking,
3152,talking,
3153,talking,
3154,talking,
3155,talking,
3156,talking,
3157,talking,
3158,talking,
3159,talking,
3160,talking,
3161,talking,
3162,talking,
3163,talking,
3164,talking,
3165,talking,
3166,talking,
3167,talking,
3168,talking,
3169,talking,
3170,talking,
3171,talking,
3172,talking,
3173,talking,
3174,talking,
3175,talking,
3176,talking,
3177,talking,
3178,talking,
3179,talking,
3180,talking,
3181,talking,
3182,talking,
3183,talking,
3184,talking,
3185,talking,
3186,talking,
3187,talking,
3188,talking,
3189,talking,
3190,talking,
3191,talking,
3192,talking,
3193,talking,
3194,talking,
3195,talking,
3196,talking,
3197,talking,
3198,talking,
3199,talking,
3200,talking,
3201,talking,
3202,talking,
3203,talking,
3204,talking,
3205,talking,
3206,talking,
3207,talking,
3208,talking,
3209,talking,
3210,talking,
3211,talking,
3212,talking,
3213,talking,
3214,talking,
3215,talking,
3216,talking,
3217,talking,
3218,talking,
3219,talking,
3220,talking,
3221,talking,
3222,talking,
3223,talking,
3224,talking,
3225,talking,
3226,talking,
3227,talking,
3228,talking,
3229,talking,
3230,talking,
3231,talking,
3232,talking,
3233,talking,
3234,talking,
3235,talking,
3236,talking,
3237,talking,
3238,talking,
3239,talking,
3240,talking,
3241,talking,
3242,talking,
3243,talking,
3244,talking,
3245,talking,
3246,talking,
3247,talking,
3248,talking,
3249,talking,
3250,talking,
3251,talking,
3252,talking,
3253,talking,
3254,talking,
3255,talking,
3256,talking,
3257,talking,
3258,talking,
3259,talking,
3260,talking,
3261,talking,
3262,talking,
3263,talking,
3264,talking,
3265,talking,
3266,talking,
3267,talking,
3268,talking,
3269,talking,
3270,talking,
3271,talking,
3272,talking,
3273,talking,
3274,talking,
3275,talking,
3276,talking,
3277,talking,
3278,talking,
3279,talking,
3280,talking,
3281,talking,
3282,talking,
3283,talking,
3284,talking,
3285,talking,
3286,talking,
3287,talking,
3288,talking,
3289,talking,
3290,talking,
3291,talking,
3292,talking,
3293,talking,
3294,talking,
3295,talking,
3296,talking,
3297,talking,
3298,talking,
3299,talking,
3300,typing,fear
3301,typing,fear
3302,typing,sad
3303,typing,sad
3304,typing,sad
3305,typing,sad
3306,typing,sad
3307,typing,sad
3308,typing,sad
3309,typing,sad
3310,typing,sad
3311,typing,sad
3312,typing,sad
3313,typing,sad
3314,typing,sad
3315,typing,sad
3316,typing,sad
3317,typing,sad
3318,typing,sad
3319,typing,sad
3320,typing,sad
3321,typing,sad
3322,typing,sad
3323,typing,sad
3324,typing,sad
3325,typing,sad
